Name,Lat,Longt,AirTemp,RelativeHumidity,WindSpeed,Cluster
KCIU_2005_8_29.n3,46.25,-84.46667,0.6000000000000001,0.77,0.05666666666666667,2
KCJR_2005_8_29.n3,38.52667,-77.85889,0.7186046511627907,0.7133333333333333,0.0,1
KCKB_2005_8_29.n3,39.3,-80.22472,0.7145348837209302,0.5700000000000001,0.0,1
KCKC_2005_8_29.n3,47.838330000000006,-90.38306,0.5860465116279069,0.6166666666666667,0.07666666666666667,1
KCKN_2005_8_29.n3,47.85,-96.61667,0.6453488372093024,0.58,0.1,1
KCKV_2005_8_29.n3,36.62194,-87.415,0.6585271317829458,0.8833333333333333,0.04333333333333333,2
KCLE_2005_8_29.n3,41.405,-81.85278,0.7034883720930233,0.46,0.06,0
KCLI_2005_8_29.n3,44.61389,-88.73138999999999,0.6627906976744186,0.56,0.07,1
KCLK_2005_8_29.n3,35.53806,-98.92139000000002,0.7430232558139535,0.5,0.05666666666666667,0
KCLL_2005_8_29.n3,30.58222,-96.36167,0.766860465116279,0.44,0.1,0
KCLM_2005_8_29.n3,48.12222,-123.50528,0.5755813953488372,0.9400000000000001,0.03,2
KCLT_2005_8_29.n3,35.21333,-80.94861,0.7325581395348837,0.52,0.07,0
KCMA_2005_8_29.n3,34.21667,-119.08333,0.627906976744186,0.76,0.07,1
KCMH_2005_8_29.n3,39.995,-82.87639,0.7261627906976744,0.34,0.07,0
KCMI_2005_8_29.n3,40.03222,-88.27333,0.7093023255813954,0.56,0.0,1
KCMX_2005_8_29.n3,47.16833,-88.48889,0.6215116279069768,0.5700000000000001,0.18,1
KCMY_2005_8_29.n3,43.95833,-90.73778,0.6802325581395349,0.5066666666666666,0.03666666666666667,0
KCNC_2005_8_29.n3,41.03333,-93.36667,0.7220930232558139,0.5733333333333334,0.0,1
KCNK_2005_8_29.n3,39.55139,-97.65056,0.7261627906976744,0.5,0.05,0
KCNM_2005_8_29.n3,32.3375,-104.26333,0.6738372093023256,0.6900000000000001,0.0,1
KCNO_2005_8_29.n3,33.97556,-117.62361,0.7441860465116279,0.33,0.09,0
KCNU_2005_8_29.n3,37.67028,-95.48417,0.7261627906976744,0.53,0.05,0
KCNY_2005_8_29.n3,38.76,-109.74472,0.7441860465116279,0.14,0.05,3
KCOD_2005_8_29.n3,44.51667,-109.01667000000002,0.7186046511627907,0.14333333333333334,0.06,3
KCOE_2005_8_29.n3,47.76667,-116.81667,0.7220930232558139,0.19666666666666668,0.06333333333333332,3
KCOF_2005_8_29.n3,28.23333,-80.6,0.7220930232558139,0.79,0.08,2
KCON_2005_8_29.n3,43.19528,-71.50111,0.6343023255813953,0.9,0.0,2
KCOQ_2005_8_29.n3,46.70000000000001,-92.5,0.6104651162790697,0.7566666666666667,0.06,1
KCOS_2005_8_29.n3,38.81583,-104.71083,0.6395348837209303,0.32,0.16,0
KCOU_2005_8_29.n3,38.81694,-92.21833,0.6802325581395349,0.54,0.13,0
KCPC_2005_8_29.n3,34.27278,-78.715,0.7116279069767442,0.9066666666666667,0.0,2
KCPK_2005_8_29.n3,36.66556,-76.32056,0.7116279069767442,0.8066666666666668,0.05333333333333333,2
KCPR_2005_8_29.n3,42.8975,-106.47306,0.6866279069767441,0.27,0.05,3
KCPS_2005_8_29.n3,38.57083,-90.15611,0.7145348837209302,0.74,0.0,1
KCPT_2005_8_29.n3,32.35361,-97.43361,0.7534883720930231,0.46,0.12333333333333334,0
KCPW_2005_8_29.n3,37.45139,-106.80028,0.5337209302325582,0.47000000000000003,0.06333333333333332,0
KCQB_2005_8_29.n3,35.72389,-96.82027999999998,0.7430232558139535,0.6033333333333334,0.01,1
KCQC_2005_8_29.n3,35.0,-105.66667,0.627906976744186,0.37,0.07,0
KCQM_2005_8_29.n3,47.821940000000005,-92.68944,0.6069767441860465,0.7433333333333333,0.04666666666666667,1
KCQT_2005_8_29.n3,34.01667,-118.28333,0.6686046511627907,0.6,0.05,1
KCQX_2005_8_29.n3,41.6875,-69.99333,0.6343023255813953,0.87,0.03,2
KCRE_2005_8_29.n3,33.81167,-78.72389,0.7093023255813954,0.77,0.06,1
KCRG_2005_8_29.n3,30.33611,-81.51472,0.7325581395348837,0.7000000000000001,0.08,1
KCRP_2005_8_29.n3,27.77306,-97.51278,0.7616279069767441,0.58,0.15,1
KCRQ_2005_8_29.n3,33.13,-117.27583,0.6569767441860465,0.71,0.05,1
KCRS_2005_8_29.n3,32.03111,-96.39889,0.7505813953488372,0.47000000000000003,0.07,0
KCRW_2005_8_29.n3,38.37944,-81.59139,0.7145348837209302,0.61,0.0,1
KCSG_2005_8_29.n3,32.51611,-84.94222,0.7441860465116279,0.61,0.12,1
KCSM_2005_8_29.n3,35.35667,-99.20361,0.7325581395348837,0.46,0.07,0
KCSV_2005_8_29.n3,35.95139,-85.085,0.6866279069767441,0.74,0.0,1
KCTB_2005_8_29.n3,48.60833,-112.37611,0.7145348837209302,0.15,0.09,3
KCTY_2005_8_29.n3,29.55,-83.10528,0.6802325581395349,0.89,0.08,2
KCTZ_2005_8_29.n3,34.97556,-78.36472,0.7534883720930231,0.48,0.05,0
KCUB_2005_8_29.n3,33.97083,-80.99444,0.7441860465116279,0.54,0.0,0
KCUH_2005_8_29.n3,35.94972,-96.77278,0.7534883720930231,0.49,0.016666666666666666,0
KCUL_2005_8_29.n3,38.08944,-88.12306,0.708139534883721,0.7166666666666667,0.016666666666666666,1
KCUT_2005_8_29.n3,43.73306,-103.6175,0.6511627906976744,0.28,0.08,3
KCVG_2005_8_29.n3,39.04306,-84.67167,0.7093023255813954,0.6,0.13,1
KCVN_2005_8_29.n3,34.43333,-103.08333,0.6802325581395349,0.5633333333333334,0.05333333333333333,1
KCVO_2005_8_29.n3,44.5,-123.28333000000002,0.627906976744186,0.5733333333333334,0.19,1
KCVX_2005_8_29.n3,45.30472,-85.27472,0.6627906976744186,0.5700000000000001,0.07333333333333333,1
KCWA_2005_8_29.n3,44.78333,-89.66667,0.6488372093023256,0.5,0.06,0
KCWI_2005_8_29.n3,41.83333,-90.33333,0.6697674418604651,0.6633333333333333,0.05333333333333333,1
KCXO_2005_8_29.n3,30.35667,-95.41389,0.7558139534883721,0.56,0.09,1
KCXY_2005_8_29.n3,40.21722,-76.85139,0.7034883720930233,0.62,0.0,1
KCYS_2005_8_29.n3,41.15778,-104.80694,0.6738372093023256,0.2,0.09,3
KCZZ_2005_8_29.n3,32.62611,-116.46833,0.766860465116279,0.21,0.12,3
KD07_2005_8_29.n3,45.03194,-102.01917,0.7093023255813954,0.26,0.0,3
KDAB_2005_8_29.n3,29.17722,-81.06,0.7261627906976744,0.7000000000000001,0.05,1
KDAG_2005_8_29.n3,34.85361,-116.78667,0.8436046511627906,0.07,0.17,3
KDAL_2005_8_29.n3,32.8525,-96.85556,0.7616279069767441,0.41000000000000003,0.08,0
KDAN_2005_8_29.n3,36.57278,-79.33611,0.7209302325581395,0.5700000000000001,0.03,1
KDAW_2005_8_29.n3,43.27806,-70.92222,0.6459302325581395,0.84,0.0,2
KDAY_2005_8_29.n3,39.90611,-84.21861,0.7093023255813954,0.37,0.07,0
KDBN_2005_8_29.n3,32.56444,-82.985,0.7325581395348837,0.795,0.115,2
KDBQ_2005_8_29.n3,42.39778,-90.70361,0.6622093023255814,0.6,0.0,1
KDCA_2005_8_29.n3,38.84833,-77.03417,0.7209302325581395,0.59,0.09,1
KDCU_2005_8_29.n3,34.65806,-86.94333,0.7089147286821705,0.7566666666666667,0.04333333333333333,1
KDDC_2005_8_29.n3,37.77278,-99.96972,0.6918604651162791,0.5,0.07,0
KDDH_2005_8_29.n3,42.89,-73.24639,0.6459302325581395,0.81,0.07,2
KDEC_2005_8_29.n3,39.83444,-88.86556,0.7093023255813954,0.56,0.06,1
KDEH_2005_8_29.n3,43.28333,-91.73332999999998,0.6837209302325582,0.5733333333333334,0.0,1
KDEN_2005_8_29.n3,39.83278,-104.6575,0.7145348837209302,0.12,0.05,3
KDEQ_2005_8_29.n3,34.04694,-94.39943999999998,0.7304263565891472,0.6333333333333334,0.05666666666666667,1
KDET_2005_8_29.n3,42.40917,-83.01,0.7325581395348837,0.33,0.12,0
KDEW_2005_8_29.n3,47.97417,-117.42833,0.7093023255813954,0.2,0.07,3
KDFI_2005_8_29.n3,41.33639,-84.42944,0.7325581395348837,0.31,0.05,0
KDFW_2005_8_29.n3,32.89694,-97.02194,0.7558139534883721,0.45,0.08,0
KDGS_2005_8_29.n3,43.7305,-111.1125,0.7011627906976744,0.16,0.02,3
KDGW_2005_8_29.n3,42.79417,-105.38194,0.7145348837209302,0.13,0.06,3
KDHN_2005_8_29.n3,31.32139,-85.44972,0.6866279069767441,0.87,0.08,2
KDHT_2005_8_29.n3,36.02333,-102.54722,0.636046511627907,0.668,0.106,1
KDIK_2005_8_29.n3,46.79722,-102.80194,0.6802325581395349,0.32,0.09,0
KDKB_2005_8_29.n3,41.93194,-88.70833,0.6627906976744186,0.6900000000000001,0.05,1
KDKK_2005_8_29.n3,42.49306,-79.27583,0.6982558139534883,0.54,0.0,0
KDKR_2005_8_29.n3,31.30694,-95.40361,0.7430232558139535,0.5766666666666667,0.08666666666666666,1
KDLF_2005_8_29.n3,29.11667,-100.46667,0.763953488372093,0.36,0.06,0
KDLH_2005_8_29.n3,46.84278,-92.22611,0.6162790697674418,0.65,0.1,1
KDLL_2005_8_29.n3,43.52194,-89.77083,0.6593023255813953,0.5700000000000001,0.04333333333333333,1
KDLN_2005_8_29.n3,45.2575,-112.55444,0.7209302325581395,0.15,0.07,3
KDLS_2005_8_29.n3,45.61861,-121.16722,0.6982558139534883,0.37,0.25,0
KDMA_2005_8_29.n3,32.16667,-110.88333,0.7953488372093023,0.15,0.07,3
KDMN_2005_8_29.n3,32.26222,-107.72056,0.766860465116279,0.19,0.05,3
KDMO_2005_8_29.n3,38.71222,-93.17444,0.6866279069767441,0.54,0.13,0
KDNK_2005_8_29.n3,31.16667,-93.0,0.7505813953488372,0.5700000000000001,0.12,1
KDNL_2005_8_29.n3,33.46694,-82.03861,0.7441860465116279,0.52,0.08,0
KDNM5_2005_8_29.n3,47.9411,-94.4642,0.627906976744186,0.6,0.04,1
KDNN_2005_8_29.n3,34.72167,-84.86917,0.7430232558139535,0.55,0.08333333333333334,0
KDNS_2005_8_29.n3,41.98333,-95.38333,0.6802325581395349,0.5700000000000001,0.02,1
KDNV_2005_8_29.n3,40.19944,-87.59556000000002,0.6906976744186046,0.6,0.03666666666666667,1
KDOV_2005_8_29.n3,39.13333,-75.46667,0.6802325581395349,0.79,0.0,2
KDPA_2005_8_29.n3,41.89639,-88.25111,0.6738372093023256,0.54,0.07,0
KDPL_2005_8_29.n3,35.0,-77.98167,0.7151162790697674,0.7133333333333333,0.04666666666666667,1
KDQH_2005_8_29.n3,31.47667,-82.86028,0.75,0.64,0.07666666666666667,1
KDRA_2005_8_29.n3,36.62056,-116.02778,0.802906976744186,0.05,0.13,3
KDRI_2005_8_29.n3,30.83167,-93.33972,0.7395348837209302,0.5766666666666667,0.10666666666666666,1
KDRO_2005_8_29.n3,37.14306,-107.75972,0.6459302325581395,0.28,0.13,3
KDRT_2005_8_29.n3,29.37472,-100.92361,0.7616279069767441,0.4,0.07,0
KDSM_2005_8_29.n3,41.53778,-93.66611,0.7034883720930233,0.47000000000000003,0.05,0
KDSV_2005_8_29.n3,42.56944,-77.71444,0.7034883720930233,0.47000000000000003,0.0,0
KDTL_2005_8_29.n3,46.83333,-95.88333,0.641860465116279,0.63,0.03666666666666667,1
KDTN_2005_8_29.n3,32.5425,-93.74472,0.7325581395348837,0.61,0.05,1
KDTO_2005_8_29.n3,33.20611,-97.19889,0.7505813953488372,0.47000000000000003,0.08,0
KDTS_2005_8_29.n3,30.39333,-86.4675,0.7325581395348837,0.67,0.16,1
KDTW_2005_8_29.n3,42.23139,-83.33083,0.7261627906976744,0.37,0.09,0
KDUA_2005_8_29.n3,33.94222,-96.39443999999999,0.7220930232558139,0.66,0.03666666666666667,1
KDUC_2005_8_29.n3,34.47083,-97.96,0.7220930232558139,0.56,0.01,1
KDUG_2005_8_29.n3,31.46917,-109.60361,0.7069767441860465,0.41000000000000003,0.065,0
KDUH_2005_8_29.n3,41.73583,-83.65528,0.7255813953488371,0.3433333333333334,0.05333333333333333,0
KDUJ_2005_8_29.n3,41.18333,-78.9,0.6802325581395349,0.5,0.03,0
KDUX_2005_8_29.n3,35.85778,-102.01306,0.655813953488372,0.5566666666666666,0.14666666666666667,1
KDVL_2005_8_29.n3,48.11667,-98.91667,0.6697674418604651,0.47000000000000003,0.09333333333333334,0
KDVP_2005_8_29.n3,43.98667,-95.78249999999998,0.6767441860465115,0.5166666666666666,0.05666666666666667,0
KDVT_2005_8_29.n3,33.69028,-112.06556,0.8436046511627906,0.1,0.1,3
KDWH_2005_8_29.n3,30.0675,-95.55611,0.7616279069767441,0.54,0.07,0
KDXX_2005_8_29.n3,44.98611,-96.17778,0.6802325581395349,0.5333333333333333,0.05666666666666667,0
KDYL_2005_8_29.n3,40.33,-75.1225,0.6738372093023256,0.79,0.03,2
KDYR_2005_8_29.n3,36.0,-89.40000000000002,0.6906976744186046,0.74,0.06666666666666667,1
KDYS_2005_8_29.n3,32.42,-99.85694,0.7325581395348837,0.43,0.07,0
KDYT_2005_8_29.n3,46.72194,-92.04333000000001,0.6593023255813953,0.74,0.12666666666666665,1
KE38_2005_8_29.n3,30.38417,-103.68333,0.6523255813953488,0.7533333333333333,0.04333333333333333,1
KEAR_2005_8_29.n3,40.73333,-99.0,0.6837209302325582,0.5666666666666667,0.1,1
KEAT_2005_8_29.n3,47.39889,-120.20694,0.7261627906976744,0.27,0.12,3
KEAU_2005_8_29.n3,44.86528,-91.485,0.6686046511627907,0.52,0.07,0
KEBS_2005_8_29.n3,42.43333,-93.86667,0.6941860465116279,0.5666666666666667,0.0,1
KECG_2005_8_29.n3,36.26306,-76.18278,0.7034883720930233,0.72,0.1,1
KECU_2005_8_29.n3,29.94667,-100.17361,0.7325581395348837,0.49,0.06,0
KEDE_2005_8_29.n3,36.02778,-76.56722,0.7290697674418604,0.72,0.07,1
KEDW_2005_8_29.n3,34.91667,-117.9,0.7953488372093023,0.11,0.12,3
KEED_2005_8_29.n3,34.76611,-114.62333,0.877906976744186,0.07,0.12,3
KEEN_2005_8_29.n3,42.9,-72.26667,0.6313953488372094,0.8633333333333333,0.0,2
KEEO3_2005_8_29.n3,44.6661,-118.9219,0.7383720930232558,0.07,0.05,3
KEEO_2005_8_29.n3,40.04222,-107.88972,0.6918604651162791,0.2,0.03,3
KEET_2005_8_29.n3,33.17833,-86.78167,0.7209302325581395,0.72,0.03,1
KEFD_2005_8_29.n3,29.6,-95.16667,0.7534883720930232,0.67,0.13,1
KEFT_2005_8_29.n3,42.615,-89.59083,0.6732558139534883,0.5733333333333334,0.03,1
KEGE_2005_8_29.n3,39.65,-106.91667,0.6872093023255814,0.2,0.08666666666666666,3
KEGV_2005_8_29.n3,45.93167,-89.26916999999999,0.6104651162790697,0.6666666666666667,0.07333333333333333,1
KEHA_2005_8_29.n3,37.0,-101.88333,0.6961240310077519,0.4066666666666667,0.05,0
KEHO_2005_8_29.n3,35.25,-81.6,0.75,0.5,0.04666666666666667,0
KEHR_2005_8_29.n3,37.81667,-87.68333,0.7220930232558139,0.62,0.0,1
KEKM_2005_8_29.n3,41.71667,-86.0,0.7116279069767442,0.51,0.06,0
KEKN_2005_8_29.n3,38.88528,-79.85278,0.6982558139534883,0.62,0.03,1
KEKO_2005_8_29.n3,40.825,-115.79167,0.7261627906976744,0.11,0.06,3
KELA2_2005_8_29.n3,67.9297,-162.2958,0.5232558139534884,0.88,0.12,2
KELC1_2005_8_29.n3,38.9119,-122.7064,0.7325581395348837,0.28,0.13,3
KELD_2005_8_29.n3,33.22083,-92.81333,0.7145348837209302,0.72,0.05,1
KELI1_2005_8_29.n3,46.6667,-115.1667,0.6918604651162791,0.33,0.0,0
KELM_2005_8_29.n3,42.15639,-76.90278,0.6866279069767441,0.62,0.07,1
KELN_2005_8_29.n3,47.03361,-120.52917,0.6918604651162791,0.39,0.26,0
KELO_2005_8_29.n3,47.81667000000001,-91.83333,0.6069767441860465,0.68,0.08333333333333334,1
KELP_2005_8_29.n3,31.81111,-106.37583,0.6906976744186046,0.43,0.185,0
KELY_2005_8_29.n3,39.295,-114.84528,0.6918604651162791,0.1,0.08,3
KELZ_2005_8_29.n3,42.1075,-77.98444,0.6738372093023256,0.48,0.05,0
KEMP_2005_8_29.n3,38.32889,-96.19389,0.7034883720930233,0.67,0.06,1
KEMV_2005_8_29.n3,36.68694,-77.48278,0.736046511627907,0.48,0.07333333333333333,0
KENF1_2005_8_29.n3,27.963,-81.05,0.6962209302325582,0.8325,0.0225,2
KENL_2005_8_29.n3,38.51472,-89.09222,0.7151162790697674,0.73,0.0,1
KENV_2005_8_29.n3,40.73333,-114.03333000000002,0.7534883720930231,0.11,0.07333333333333333,3
KENW_2005_8_29.n3,42.595,-87.93806,0.6569767441860465,0.6900000000000001,0.07,1
KEOK_2005_8_29.n3,40.46667,-91.43333,0.6837209302325582,0.79,0.0,2
KEPH_2005_8_29.n3,47.3075,-119.51583,0.7261627906976744,0.2,0.07,3
KEQY_2005_8_29.n3,35.01694,-80.62056,0.7209302325581395,0.65,0.05,1
KERI_2005_8_29.n3,42.08,-80.1825,0.7034883720930233,0.41000000000000003,0.06,0
KERV_2005_8_29.n3,29.966670000000004,-99.08333,0.736046511627907,0.41666666666666663,0.07666666666666667,0
KERY_2005_8_29.n3,46.311110000000006,-85.45722,0.6348837209302326,0.7033333333333333,0.026666666666666665,1
KESC_2005_8_29.n3,45.75,-87.03333000000002,0.6697674418604651,0.41000000000000003,0.13,0
KESF_2005_8_29.n3,31.395,-92.29028,0.766860465116279,0.49,0.08,0
KEST_2005_8_29.n3,43.40111,-94.74722,0.6802325581395349,0.58,0.0,1
KETB_2005_8_29.n3,43.42222,-88.12806,0.6627906976744186,0.56,0.05666666666666667,1
KETH_2005_8_29.n3,45.76667,-96.53333000000002,0.6906976744186046,0.49,0.03,0
KET_2005_8_29.n3,43.54755,-112.32632,0.7219476744186046,0.1,0.11833333333333335,3
KEUG_2005_8_29.n3,44.13333,-123.21444,0.6395348837209303,0.61,0.14,1
KEUL_2005_8_29.n3,43.63333,-116.63333,0.7953488372093023,0.13333333333333333,0.06666666666666667,3
KEVB_2005_8_29.n3,29.05556,-80.94833,0.7220930232558139,0.7000000000000001,0.12,1
KEVM_2005_8_29.n3,47.41667,-92.5,0.6104651162790697,0.6,0.09,1
KEVV_2005_8_29.n3,38.04306,-87.52028,0.6918604651162791,0.79,0.12,2
KEVW_2005_8_29.n3,41.27306,-111.03056,0.6802325581395349,0.14,0.12,3
KEWB_2005_8_29.n3,41.67528,-70.95694,0.6686046511627907,0.84,0.09,2
KEWK_2005_8_29.n3,38.05,-97.28333000000002,0.6872093023255814,0.77,0.09,1
KEWN_2005_8_29.n3,35.0675,-77.04722,0.7145348837209302,0.72,0.05,1
KEWR_2005_8_29.n3,40.6825,-74.16944,0.6866279069767441,0.79,0.05,2
KEXX_2005_8_29.n3,35.78111,-80.30389,0.7186046511627907,0.56,0.05333333333333333,1
KEYE_2005_8_29.n3,39.825,-86.29583,0.7261627906976744,0.32,0.05,0
KEYW_2005_8_29.n3,24.553610000000003,-81.75361,0.7021317829457364,0.8166666666666668,0.14,2
KEZF_2005_8_29.n3,38.26667,-77.45,0.7395348837209302,0.6133333333333334,0.02,1
KF05_2005_8_29.n3,34.22556,-99.28361,0.7465116279069767,0.39333333333333337,0.01,0
KFAR_2005_8_29.n3,46.92528,-96.81111,0.6622093023255814,0.62,0.1,1
KFAT_2005_8_29.n3,36.78,-119.71944,0.802906976744186,0.21,0.09,3
KFAY_2005_8_29.n3,34.98944,-78.88,0.7441860465116279,0.55,0.03,0
KFCA_2005_8_29.n3,48.30417,-114.26361,0.7261627906976744,0.19,0.09,3
KFCM_2005_8_29.n3,44.83222,-93.47028,0.6802325581395349,0.48,0.06,0
KFDK_2005_8_29.n3,39.4175,-77.37444,0.7116279069767442,0.6733333333333333,0.0,1
KFDR_2005_8_29.n3,34.34444,-98.98306,0.7505813953488372,0.5,0.06,0
KFDY_2005_8_29.n3,41.01361,-83.66861,0.7093023255813954,0.41000000000000003,0.07,0
KFEP_2005_8_29.n3,42.24639,-89.58222,0.6523255813953488,0.65,0.02,1
KFET_2005_8_29.n3,41.45,-96.51667000000002,0.6523255813953488,0.5700000000000001,0.08333333333333334,1
KFFC_2005_8_29.n3,33.35528,-84.56694,0.6918604651162791,0.85,0.0,2
KFFL_2005_8_29.n3,41.05,-91.98332999999998,0.708139534883721,0.5966666666666667,0.016666666666666666,1
KFFM_2005_8_29.n3,46.28333,-96.15000000000002,0.6697674418604651,0.6366666666666666,0.03666666666666667,1
KFFO_2005_8_29.n3,39.83333,-84.05,0.7220930232558139,0.4,0.05,0
KFFT_2005_8_29.n3,38.18472,-84.90333,0.6386627906976744,0.885,0.0725,2
KFGN_2005_8_29.n3,49.31667000000001,-94.90000000000002,0.6104651162790697,0.6666666666666667,0.14,1
KFHR_2005_8_29.n3,48.52028,-123.02528,0.5755813953488372,0.87,0.0,2
KFIG_2005_8_29.n3,41.04667,-78.41167,0.6738372093023256,0.58,0.06,1
KFIT_2005_8_29.n3,42.55194,-71.75583,0.6503488372093023,0.9279999999999999,0.048,2
KFKA_2005_8_29.n3,43.67667,-92.17972000000002,0.655813953488372,0.61,0.04333333333333333,1
KFKL_2005_8_29.n3,41.38333,-79.86667,0.6941860465116279,0.4033333333333334,0.05,0
KFKN_2005_8_29.n3,36.7,-76.9,0.736046511627907,0.6533333333333333,0.08666666666666666,1
KFKS_2005_8_29.n3,44.625,-86.20056,0.6488372093023256,0.6766666666666667,0.08333333333333334,1
KFLD_2005_8_29.n3,43.77,-88.48639,0.6622093023255814,0.5700000000000001,0.05,1
KFLG_2005_8_29.n3,35.14028,-111.67222,0.6569767441860465,0.35000000000000003,0.0,0
KFLL_2005_8_29.n3,26.06806,-80.1525,0.7261627906976744,0.77,0.1,1
KFLO_2005_8_29.n3,34.18778,-79.73083,0.7441860465116279,0.54,0.03,0
KFLP_2005_8_29.n3,36.3,-92.58333,0.7465116279069767,0.46,0.06,0
KFLW_2005_8_29.n3,48.595,-118.12417,0.7305232558139535,0.2225,0.075,3
KFMH_2005_8_29.n3,41.65,-70.51667,0.6697674418604651,0.8300000000000001,0.08,2
KFMN_2005_8_29.n3,36.74361,-108.22917,0.7325581395348837,0.16,0.12,3
KFMY_2005_8_29.n3,26.58417,-81.8625,0.7441860465116279,0.61,0.09,1
KFNB_2005_8_29.n3,40.07889,-95.59193999999998,0.6102713178294573,0.9400000000000001,0.16333333333333333,2
KFNL_2005_8_29.n3,40.45,-105.01667000000002,0.7255813953488371,0.14333333333333334,0.03666666666666667,3
KFNT_2005_8_29.n3,42.96667,-83.74944,0.6982558139534883,0.39,0.13,0
KFOA_2005_8_29.n3,38.665,-88.45306,0.7116279069767442,0.6866666666666668,0.04666666666666667,1
KFOD_2005_8_29.n3,42.55,-94.18333,0.6837209302325582,0.5533333333333333,0.01,1
KFOE_2005_8_29.n3,38.94139,-95.65056,0.7209302325581395,0.65,0.06,1
KFOK_2005_8_29.n3,40.85083,-72.62056,0.6802325581395349,0.85,0.05,2
KFOZ_2005_8_29.n3,47.78278,-93.65028,0.6139534883720931,0.6133333333333334,0.05333333333333333,1
KFPK_2005_8_29.n3,42.57444,-84.81139,0.6837209302325582,0.39333333333333337,0.11333333333333334,0
KFPR_2005_8_29.n3,27.49806,-80.37667,0.7261627906976744,0.75,0.07,1
KFQD_2005_8_29.n3,35.42833,-81.935,0.7220930232558139,0.6066666666666667,0.03,1
KFRG_2005_8_29.n3,40.73417,-73.41694,0.6802325581395349,0.8200000000000001,0.07,2
KFRM_2005_8_29.n3,43.65,-94.41667,0.6767441860465115,0.5633333333333334,0.05666666666666667,1
KFSD_2005_8_29.n3,43.57694,-96.75361,0.6982558139534883,0.47000000000000003,0.0,0
KFSE_2005_8_29.n3,47.59278,-95.77333,0.6523255813953488,0.52,0.09333333333333334,0
KFSM_2005_8_29.n3,35.33361,-94.365,0.7505813953488372,0.44,0.08,0
KFST_2005_8_29.n3,30.91194,-102.91667,0.7209302325581395,0.48,0.06,0
KFSW_2005_8_29.n3,40.66667,-91.33333,0.6767441860465115,0.7066666666666668,0.01,1
KFTK_2005_8_29.n3,37.9,-85.96667,0.6488372093023256,1.0,0.0725,2
KFTW_2005_8_29.n3,32.82528,-97.36417,0.7505813953488372,0.45,0.08,0
KFTY_2005_8_29.n3,33.7775,-84.52444,0.7261627906976744,0.63,0.05,1
KFUL_2005_8_29.n3,33.87194,-117.98472,0.7145348837209302,0.44,0.07,0
KFVE_2005_8_29.n3,47.285,-68.30722,0.6299418604651162,0.84,0.095,2
KFVX_2005_8_29.n3,37.35,-78.43333,0.7186046511627907,0.7633333333333333,0.01,1
KFWA_2005_8_29.n3,40.97833,-85.19528,0.7093023255813954,0.43,0.06,0
KFWC_2005_8_29.n3,38.37861,-88.41278,0.7186046511627907,0.6733333333333333,0.0,1
KFWH1_2005_8_29.n3,21.6883,-157.9525,0.6976744186046512,0.76,0.1,1
KFWN_2005_8_29.n3,41.20028,-74.62306,0.6395348837209303,0.97,0.0,2
KFWS_2005_8_29.n3,32.56667,-97.3,0.7534883720930231,0.43,0.09333333333333334,0
KFXE_2005_8_29.n3,26.2,-80.18333,0.7261627906976744,0.75,0.1,1
KFYJ_2005_8_29.n3,37.52111,-76.76444,0.7186046511627907,0.7000000000000001,0.07,1
KFYV_2005_8_29.n3,36.01028,-94.16778,0.738953488372093,0.45,0.07,0
KFZY_2005_8_29.n3,43.35083,-76.38806,0.6866279069767441,0.6900000000000001,0.06,1
KGAG_2005_8_29.n3,36.29667,-99.76889,0.6753875968992248,0.6933333333333332,0.19666666666666668,1
KGAO_2005_8_29.n3,29.44472,-90.26111,0.6802325581395349,0.915,0.195,2
KGBD_2005_8_29.n3,38.35,-98.86667,0.6872093023255814,0.5533333333333333,0.05333333333333333,1
KGCC_2005_8_29.n3,44.33944,-105.54194,0.7093023255813954,0.16,0.08,3
KGCD_2005_8_29.n3,44.40417,-118.9625,0.763953488372093,0.17,0.03,3
KGCK_2005_8_29.n3,37.9275,-100.72444,0.7209302325581395,0.38,0.12,0
KGCM_2005_8_29.n3,36.29444,-95.47972,0.7395348837209302,0.5433333333333333,0.05,0
KGCN_2005_8_29.n3,35.94611,-112.15472,0.6511627906976744,0.26,0.0,3
KGDB_2005_8_29.n3,44.75306,-95.55583,0.6767441860465115,0.5066666666666666,0.01,0
KGDJ_2005_8_29.n3,32.44417,-97.81667,0.7534883720930231,0.41000000000000003,0.08666666666666666,0
KGDP_2005_8_29.n3,31.83111,-104.80889,0.6215116279069768,0.66,0.18,1
KGDV_2005_8_29.n3,47.13333,-104.8,0.7186046511627907,0.24333333333333332,0.05,3
KGED_2005_8_29.n3,38.69,-75.3625,0.6918604651162791,0.77,0.09,1
KGEG_2005_8_29.n3,47.62139,-117.52778,0.7209302325581395,0.17,0.08,3
KGEU_2005_8_29.n3,33.52722,-112.29528,0.8581395348837209,0.1,0.1,3
KGEV_2005_8_29.n3,36.43333,-81.41667,0.6697674418604651,0.74,0.03666666666666667,1
KGEY_2005_8_29.n3,44.52,-108.08,0.7505813953488372,0.1,0.0,3
KGEZ_2005_8_29.n3,39.58556,-85.8,0.7034883720930233,0.54,0.07,0
KGFA_2005_8_29.n3,47.5,-111.18333,0.7616279069767441,0.21,0.03,3
KGFK_2005_8_29.n3,47.94806,-97.1825,0.6511627906976744,0.55,0.1,1
KGFL_2005_8_29.n3,43.34111,-73.61056,0.6511627906976744,0.84,0.06,2
